Store,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Address,City,State,Zip,Total_Sales,Percentag_Dry_Grocery,Percentage_General_Merchandise,Percentage_Frozen_Food,Percentage_Meat,Perentage_Produce,Percentage_Floral,Percentage_Deli,Percentage_Bakery,Percentage_Dairy,Cluster
S0075,49161392.5199999,11342595.54,8305335.42000001,18177379.31,13187816.48,515073.55,5607460.36,2058474.95,5723756.29,870 3rd Ave,Chula Vista,CA,91911,114079284.42,0.430940575845523,5.01734939792148e-02,7.28031865051211e-02,0.159339878422425,0.115602201986533,4.51504892074603e-03,4.91540632333851e-02,1.8044248440597e-02,9.94273026664555e-02,2
S0076,37938612.33,8720517.81,6961659.41000001,9336309.42999999,10047742.94,967875.560000001,3867246.97,2299214.18,6544775.74999999,7311 N Figueroa St,Los Angeles,CA,90041,86683954.38,0.437665916389635,7.55015826955631e-02,8.03108194566425e-02,0.107705162930985,0.115912374001229,1.11655676869226e-02,4.46131812705151e-02,2.65241035257903e-02,0.100601292042718,1
S0077,45563506.3700001,10986686.8,8645368.75,10744588.55,12551098.39,1135969.67,4011727.21,4128151.51,6809169.37,163 S Turnpike Rd,Goleta,CA,93111,104576266.62,0.435696433260184,6.51119951981318e-02,8.26704665353446e-02,0.102744044105559,0.120018612211574,1.08625953738412e-02,3.83617367464212e-02,3.94750323703992e-02,0.105059084198544,1
S0078,31283389.32,8895020.5,6288415.69999999,8206196.1,9329209.82999999,536166.73,2876343.94,1785714.81,3848523.18,3855 State St,Santa Barabra,CA,93105,73048980.11,0.428252239427467,5.2684146639758e-02,8.60849212477799e-02,0.112338270673222,0.127711705433145,7.33982499403304e-03,3.93755523440394e-02,2.44454447866486e-02,0.121767894453907,1
S0079,43699715.27,9231278.98000001,7051219.83999999,11137376,9186564.06,685826.279999999,3893574.85,2178666.85,7053847.92,3027 Rancho Vista Blvd,Palmdale,CA,93551,94118070.05,0.464307388015762,7.49467973180141e-02,7.49188740935088e-02,0.118334088173326,9.76068044650689e-02,7.28687147575015e-03,4.13690468571184e-02,2.31482312465884e-02,9.80818983548634e-02,3
S0080,23492433.42,5223789.08999999,4086476.01,5182273.65,4043315.8,345975.51,1873646.06,1172336.42,4190596.18,29530 Rancho California Rd,Temecula,CA,92591,49610842.14,0.473534259985049,8.44693619224259e-02,8.23706237130205e-02,0.104458489847357,8.15006483580728e-02,6.97378829054483e-03,3.77668666601675e-02,2.36306494594812e-02,0.105295311763881,3
S0081,19732780.39,4837313.72,4074124.42,6045988.72,5559765.52000001,409723.16,1945339.94,1969650,2900797.74,24325 Crenshaw Blvd,Torrance,CA,90503,47475483.61,0.415641482498634,0.06110096242156,8.58153326771345e-02,0.127349702631075,0.117108138711597,8.63020508365497e-03,4.09756740127286e-02,4.14877290388491e-02,0.101890772924767,1
S0082,66082010.82,14589595.2,10829025.71,16535034.75,14720862.24,780130.43,6965884.05,5053285.33,8310040.13,42170 Big Bear Blvd,Big Bear Lake,CA,92315,143865868.66,0.459330704603553,5.77624158349832e-02,7.52716805651266e-02,0.114933687218596,0.102323521048554,5.42262342879736e-03,4.84192957988011e-02,3.51249770155178e-02,0.101411094486071,2
S0083,34357399.43,8488938.03,6280746.86,8568779.15999997,9104919.07999999,537527.97,2680374.40999999,1991395.39,5243697.92999999,130 W Foothill Blvd,Monrovia,CA,91016,77253778.2599999,0.444734227941177,6.78762650591944e-02,8.13001901196594e-02,0.110917282662364,0.117857265820153,6.95795056380198e-03,3.46957064155375e-02,2.57773203440989e-02,0.109883791074014,1
S0084,39751263.56,9437398.96,8065694.23999999,9243972.81999999,8868958.92999999,533957.939999999,3639817.93,1895397.28,5605340.95,5500 Woodruff Ave,Lakewood,CA,90713,87041802.61,0.456691639741306,6.4398263614959e-02,9.26646048007437e-02,0.106201532399537,0.101893098075396,6.13450002170169e-03,4.18168951108307e-02,2.17757126250306e-02,0.108423753610495,2
S0085,34152394.25,9356178.64,6142204.72000001,9556751.94999999,10187195.32,927391.649999999,2612032.79,3119426.02,5679344.01,561 N Glendale Ave,Glendale,CA,91206,81732919.35,0.41785359585348,6.94866163495236e-02,0.07514970429109,0.116926594889823,0.124640052025745,1.13466111008306e-02,3.19581486966671e-02,3.81660907845696e-02,0.114472586008272,1
